Year,Product line,Product type,Product,Order method type,Retailer country,Revenue,Planned revenue,Product cost,Quantity,Unit cost,Unit price,Gross profit,Unit sale price
2006,Camping Equipment,Cooking Gear,TrailChef Utensils,Sales visit,United States,31785.57,47627.01,17508.0,2469.0,8.25,19.29,14277.57,15.43
2006,Camping Equipment,Cooking Gear,TrailChef Utensils,Sales visit,United Kingdom,28908.13,43537.53,15937.5,2257.0,8.25,19.29,12970.63,15.43
2006,Camping Equipment,Sleeping Bags,Hibernator Lite,Sales visit,United States,368122.59,387477.09,258060.0,4301.0,60.0,90.09,110062.59,85.59
2006,Camping Equipment,Sleeping Bags,Hibernator Lite,Sales visit,United Kingdom,55034.37,57927.87,38580.0,643.0,60.0,90.09,16454.37,85.59
2006,Camping Equipment,Sleeping Bags,Hibernator Extreme,Sales visit,United States,275556.72,290063.16,164100.0,1094.0,150.0,265.14,111456.72,251.88
2006,Camping Equipment,Sleeping Bags,Hibernator Pad,Sales visit,United States,97114.3,137193.75,55251.72,3375.0,17.38,40.65,41862.58,32.0125
2006,Camping Equipment,Sleeping Bags,Hibernator Pad,Sales visit,United Kingdom,14581.44,14877.9,7232.16,366.0,19.76,40.65,7349.28,39.84
2006,Camping Equipment,Sleeping Bags,Hibernator Pillow,Sales visit,United States,46050.2,46454.8,22240.4,2632.0,8.45,17.65,23809.8,17.5
2006,Camping Equipment,Sleeping Bags,Hibernator Pillow,Sales visit,United Kingdom,12836.18,15867.35,6868.84,899.0,7.815,17.65,5967.34,15.005
2006,Outdoor Protection,Insect Repellents,BugShield Natural,Sales visit,United States,9603.0,9678.0,3000.18,1613.0,1.86,6.0,6602.82,5.96
2006,Outdoor Protection,Insect Repellents,BugShield Natural,Sales visit,United Kingdom,7668.0,7668.0,2377.08,1278.0,1.86,6.0,5290.92,6.0
2006,Outdoor Protection,Insect Repellents,BugShield Spray,Sales visit,United States,793.32,1664.77,506.91,277.0,1.83,6.01,286.41,3.005
2006,Outdoor Protection,Insect Repellents,BugShield Spray,Sales visit,United Kingdom,2085.47,2085.47,635.01,347.0,1.83,6.01,1450.46,6.01
2006,Outdoor Protection,Insect Repellents,BugShield Lotion,Sales visit,United States,11641.0,11641.0,3874.79,1663.0,2.33,7.0,7766.21,7.0
2006,Outdoor Protection,Insect Repellents,BugShield Lotion,Sales visit,United Kingdom,2639.0,2639.0,878.41,377.0,2.33,7.0,1760.59,7.0
2006,Outdoor Protection,Insect Repellents,BugShield Extreme,Sales visit,United States,19881.19,20685.0,7151.1,2955.0,2.42,7.0,12730.09,6.72
2006,Outdoor Protection,Insect Repellents,BugShield Extreme,Sales visit,United Kingdom,18793.53,19278.0,6664.68,2754.0,2.42,7.0,12128.85,6.825
2006,Outdoor Protection,First Aid,Calamine Relief,Sales visit,United States,1050.0,1050.0,495.25,175.0,2.83,6.0,554.75,6.0
2006,Outdoor Protection,First Aid,Calamine Relief,Sales visit,United Kingdom,264.0,264.0,124.52,44.0,2.83,6.0,139.48,6.0
2006,Outdoor Protection,First Aid,Aloe Relief,Sales visit,United States,345.18,1103.53,405.12,211.0,1.92,5.23,-59.94,2.615
2006,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,Sales visit,United States,31504.2,32220.0,15787.8,8055.0,1.96,4.0,15716.4,3.9
2006,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,Sales visit,United Kingdom,36996.8,38944.0,19082.56,9736.0,1.96,4.0,17914.24,3.8
2006,Mountaineering Equipment,Climbing Accessories,Granite Belay,Sales visit,United States,58919.0,62020.0,30540.42,886.0,34.47,70.0,28378.58,66.5
2006,Mountaineering Equipment,Climbing Accessories,Granite Belay,Sales visit,United Kingdom,59983.0,63140.0,31091.94,902.0,34.47,70.0,28891.06,66.5
2006,Mountaineering Equipment,Climbing Accessories,Granite Pulley,Sales visit,United States,85245.4,87818.0,42406.85,2311.0,18.35,38.0,42838.55,36.936
2006,Mountaineering Equipment,Climbing Accessories,Granite Pulley,Sales visit,United Kingdom,52722.34,54188.0,26167.1,1426.0,18.35,38.0,26555.24,36.98666667
2006,Mountaineering Equipment,Climbing Accessories,Firefly Charger,Sales visit,United States,97052.45,98773.36,41679.04,1864.0,22.36,52.99,55373.41,52.195
2006,Mountaineering Equipment,Climbing Accessories,Firefly Charger,Sales visit,United Kingdom,56406.01,57759.1,24372.4,1090.0,22.36,52.99,32033.61,51.75333333
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Mexico,58853.41,54227.67,31094.14,4697.0,6.62,12.53,23133.53,11.6375
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Korea,88273.85,79294.15,46637.9,7045.0,6.62,12.53,32656.25,11.54571429
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Singapore,86820.37,77432.45,45869.98,6929.0,6.62,12.53,31562.47,11.56428571
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Finland,9084.25,8721.75,4799.5,725.0,6.62,12.53,3922.25,12.03
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,France,51936.85,42056.65,27439.9,4145.0,6.62,12.53,14616.75,10.726
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Germany,44218.37,36158.61,23361.98,3529.0,6.62,12.53,12796.63,10.75
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Belgium,5012.0,4860.0,2648.0,400.0,6.62,12.53,2212.0,12.15
2004,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Italy,61610.01,56161.63,32550.54,4917.0,6.62,12.53,23611.09,11.6375
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Mexico,32171.4,30954.06,7471.5,8790.0,0.85,3.66,23482.56,3.52333333
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Korea,18131.64,17282.31,4210.9,4954.0,0.85,3.66,13071.41,3.49
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Singapore,22183.26,21175.77,5151.85,6061.0,0.85,3.66,16023.92,3.495
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Finland,4988.58,4784.13,1158.55,1363.0,0.85,3.66,3625.58,3.51
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,France,18376.86,17740.71,4267.85,5021.0,0.85,3.66,13472.86,3.534
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Germany,10873.86,10500.17,2525.35,2971.0,0.85,3.66,7974.82,3.53666667
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Belgium,2298.48,2298.48,533.8,628.0,0.85,3.66,1764.68,3.66
2004,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Italy,17560.68,16947.82,4078.3,4798.0,0.85,3.66,12869.52,3.534
2004,Camping Equipment,Cooking Gear,TrailChef Kettle,Sales visit,Mexico,88560.78,76443.06,36380.4,6699.0,5.46,13.22,40062.66,11.608
2004,Camping Equipment,Cooking Gear,TrailChef Kettle,Sales visit,Korea,172706.08,146764.26,70779.8,13064.0,5.48333333,13.22,75984.46,11.65666667
2004,Camping Equipment,Cooking Gear,TrailChef Kettle,Sales visit,Singapore,143357.68,134695.09,60726.4,10844.0,5.6,13.22,73968.69,12.42833333
2004,Camping Equipment,Cooking Gear,TrailChef Kettle,Sales visit,Finland,104371.9,98507.56,44212.0,7895.0,5.6,13.22,54295.56,12.482
2004,Camping Equipment,Cooking Gear,TrailChef Kettle,Sales visit,Denmark,46759.14,37743.63,18797.1,3537.0,5.36666667,13.22,18946.53,11.01666667
2004,Camping Equipment,Cooking Gear,TrailChef Kettle,Sales visit,France,191994.06,170670.8,79566.9,14523.0,5.53636364,13.22,91103.9,12.13909091
2004,Camping Equipment,Cooking Gear,TrailChef Kettle,Sales visit,Germany,100908.26,87566.92,41482.7,7633.0,5.48333333,13.22,46084.22,11.81
2004,Camping Equipment,Cooking Gear,TrailChef Kettle,Sales visit,Belgium,15533.5,15063.5,6580.0,1175.0,5.6,13.22,8483.5,12.82
2004,Camping Equipment,Cooking Gear,TrailChef Kettle,Sales visit,Italy,108575.86,92950.6,44430.4,8213.0,5.48333333,13.22,48520.2,11.81
2004,Camping Equipment,Cooking Gear,TrailChef Kettle,Sales visit,Spain,17027.36,16177.28,7212.8,1288.0,5.6,13.22,8964.48,12.56
2004,Camping Equipment,Cooking Gear,TrailChef Utensils,Sales visit,Mexico,112518.57,108380.94,58330.0,5833.0,10.0,19.29,50050.94,18.596
2004,Camping Equipment,Cooking Gear,TrailChef Utensils,Sales visit,Japan,9895.77,9500.76,5130.0,513.0,10.0,19.29,4370.76,18.52
2004,Camping Equipment,Cooking Gear,TrailChef Utensils,Sales visit,Korea,130709.04,124999.99,67760.0,6776.0,10.0,19.29,57239.99,18.46571429
2004,Camping Equipment,Cooking Gear,TrailChef Utensils,Sales visit,Singapore,79378.35,75814.41,41150.0,4115.0,10.0,19.29,34664.41,18.482
2004,Camping Equipment,Cooking Gear,TrailChef Utensils,Sales visit,Finland,30169.56,28965.28,15640.0,1564.0,10.0,19.29,13325.28,18.52
2004,Camping Equipment,Cooking Gear,TrailChef Utensils,Sales visit,France,90817.32,87372.66,47080.0,4708.0,10.0,19.29,40292.66,18.57428571
2004,Camping Equipment,Cooking Gear,TrailChef Utensils,Sales visit,Germany,96102.78,92424.53,49820.0,4982.0,10.0,19.29,42604.53,18.5675
2004,Camping Equipment,Cooking Gear,TrailChef Utensils,Sales visit,Belgium,15721.35,15248.65,8150.0,815.0,10.0,19.29,7098.65,18.71
2004,Camping Equipment,Cooking Gear,TrailChef Utensils,Sales visit,Italy,60532.02,58284.48,31380.0,3138.0,10.0,19.29,26904.48,18.596
2004,Camping Equipment,Sleeping Bags,Hibernator Lite,Sales visit,Mexico,242702.46,225703.32,161640.0,2694.0,60.0,90.09,64063.32,83.78
2004,Camping Equipment,Sleeping Bags,Hibernator Lite,Sales visit,Korea,333513.18,310153.56,222120.0,3702.0,60.0,90.09,88033.56,83.78
2004,Camping Equipment,Sleeping Bags,Hibernator Lite,Sales visit,Singapore,156846.69,145860.98,104460.0,1741.0,60.0,90.09,41400.98,83.78
2004,Camping Equipment,Sleeping Bags,Hibernator Lite,Sales visit,Finland,45495.45,42308.9,30300.0,505.0,60.0,90.09,12008.9,83.78
2004,Camping Equipment,Sleeping Bags,Hibernator Lite,Sales visit,France,368468.1,342660.2,245400.0,4090.0,60.0,90.09,97260.2,83.78
2004,Camping Equipment,Sleeping Bags,Hibernator Lite,Sales visit,Germany,173513.34,161360.28,115560.0,1926.0,60.0,90.09,45800.28,83.78
2004,Camping Equipment,Sleeping Bags,Hibernator Lite,Sales visit,Belgium,24774.75,23039.5,16500.0,275.0,60.0,90.09,6539.5,83.78
2004,Camping Equipment,Sleeping Bags,Hibernator Lite,Sales visit,Italy,218378.16,203082.72,145440.0,2424.0,60.0,90.09,57642.72,83.78
2004,Camping Equipment,Sleeping Bags,Hibernator Extreme,Sales visit,Mexico,461343.6,429049.2,261000.0,1740.0,150.0,265.14,168049.2,246.58
2004,Camping Equipment,Sleeping Bags,Hibernator Extreme,Sales visit,Korea,741331.44,689437.68,419400.0,2796.0,150.0,265.14,270037.68,246.58
2004,Camping Equipment,Sleeping Bags,Hibernator Extreme,Sales visit,Singapore,148213.26,137838.22,83850.0,559.0,150.0,265.14,53988.22,246.58
2004,Camping Equipment,Sleeping Bags,Hibernator Extreme,Sales visit,Finland,138403.08,128714.76,78300.0,522.0,150.0,265.14,50414.76,246.58
2004,Camping Equipment,Sleeping Bags,Hibernator Extreme,Sales visit,Denmark,37119.6,34521.2,21000.0,140.0,150.0,265.14,13521.2,246.58
2004,Camping Equipment,Sleeping Bags,Hibernator Extreme,Sales visit,France,309153.24,287512.28,174900.0,1166.0,150.0,265.14,112612.28,246.58
2004,Camping Equipment,Sleeping Bags,Hibernator Extreme,Sales visit,Germany,453124.26,421405.22,256350.0,1709.0,150.0,265.14,165055.22,246.58
2004,Camping Equipment,Sleeping Bags,Hibernator Extreme,Sales visit,Belgium,74239.2,69042.4,42000.0,280.0,150.0,265.14,27042.4,246.58
2004,Camping Equipment,Sleeping Bags,Hibernator Extreme,Sales visit,Italy,368544.6,342746.2,208500.0,1390.0,150.0,265.14,134246.2,246.58
2004,Camping Equipment,Sleeping Bags,Hibernator Extreme,Sales visit,Spain,51172.02,47589.94,28950.0,193.0,150.0,265.14,18639.94,246.58
2004,Camping Equipment,Sleeping Bags,Hibernator Pad,Sales visit,Mexico,27316.8,26221.44,12882.24,672.0,19.17,40.65,13339.2,39.02
2004,Camping Equipment,Sleeping Bags,Hibernator Pad,Sales visit,Korea,43902.0,42141.6,20703.6,1080.0,19.17,40.65,21438.0,39.02
2004,Camping Equipment,Sleeping Bags,Hibernator Pad,Sales visit,Singapore,25365.6,24348.48,11962.08,624.0,19.17,40.65,12386.4,39.02
2004,Camping Equipment,Sleeping Bags,Hibernator Pad,Sales visit,Finland,73617.15,63991.3,33503.43,1811.0,18.69,40.65,30487.87,36.38
2004,Camping Equipment,Sleeping Bags,Hibernator Pad,Sales visit,France,155811.45,140218.06,71779.41,3833.0,18.914,40.65,68438.65,37.612
2004,Camping Equipment,Sleeping Bags,Hibernator Pad,Sales visit,Germany,42357.3,40658.84,19975.14,1042.0,19.17,40.65,20683.7,39.02
2004,Camping Equipment,Sleeping Bags,Hibernator Pad,Sales visit,Belgium,12276.3,10350.12,5516.7,302.0,18.53,40.65,4833.42,35.77333333
2004,Camping Equipment,Sleeping Bags,Hibernator Pad,Sales visit,Italy,61056.3,58608.04,28793.34,1502.0,19.17,40.65,29814.7,39.02
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Sales visit,Mexico,8277.85,8029.28,4221.0,469.0,9.0,17.65,3808.28,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Sales visit,Korea,12107.9,11744.32,6174.0,686.0,9.0,17.65,5570.32,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Sales visit,Singapore,34205.7,30712.88,17442.0,1938.0,9.0,17.65,13270.88,16.168
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Sales visit,Finland,6795.25,6591.2,3465.0,385.0,9.0,17.65,3126.2,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Sales visit,France,52455.8,49281.28,26748.0,2972.0,9.0,17.65,22533.28,16.75384615
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Sales visit,Germany,17385.25,15554.2,8865.0,985.0,9.0,17.65,6689.2,15.93
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Sales visit,Belgium,5842.15,4493.2,2979.0,331.0,9.0,17.65,1514.2,14.12333333
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Sales visit,Italy,28416.5,25859.12,14490.0,1610.0,9.0,17.65,11369.12,16.32666667
2004,Outdoor Protection,Insect Repellents,BugShield Natural,Sales visit,Canada,9264.0,8800.8,2871.84,1544.0,1.86,6.0,5928.96,5.7
2004,Outdoor Protection,Insect Repellents,BugShield Natural,Sales visit,Mexico,101694.0,96505.26,31525.14,16949.0,1.86,6.0,64980.12,5.7
2004,Outdoor Protection,Insect Repellents,BugShield Natural,Sales visit,Japan,40614.0,38177.16,12590.34,6769.0,1.86,6.0,25586.82,5.64
2004,Outdoor Protection,Insect Repellents,BugShield Natural,Sales visit,Korea,215658.0,200711.34,66853.98,35943.0,1.86,6.0,133857.36,5.585
2004,Outdoor Protection,Insect Repellents,BugShield Natural,Sales visit,Singapore,63090.0,58962.18,19557.9,10515.0,1.86,6.0,39404.28,5.61
2004,Outdoor Protection,Insect Repellents,BugShield Natural,Sales visit,Finland,24816.0,23327.04,7692.96,4136.0,1.86,6.0,15634.08,5.64
2004,Outdoor Protection,Insect Repellents,BugShield Natural,Sales visit,France,71202.0,67599.54,22072.62,11867.0,1.86,6.0,45526.92,5.7
2004,Outdoor Protection,Insect Repellents,BugShield Natural,Sales visit,Germany,71700.0,68351.94,22227.0,11950.0,1.86,6.0,46124.94,5.7225
2004,Outdoor Protection,Insect Repellents,BugShield Natural,Sales visit,Belgium,14034.0,13612.98,4350.54,2339.0,1.86,6.0,9262.44,5.82
2004,Outdoor Protection,Insect Repellents,BugShield Natural,Sales visit,Italy,58266.0,55090.8,18062.46,9711.0,1.86,6.0,37028.34,5.676
2004,Outdoor Protection,Insect Repellents,BugShield Spray,Sales visit,Mexico,68087.29,65469.73,20732.07,11329.0,1.83,6.01,44737.66,5.782
2004,Outdoor Protection,Insect Repellents,BugShield Spray,Sales visit,Korea,42514.74,40392.54,12945.42,7074.0,1.83,6.01,27447.12,5.71
2004,Outdoor Protection,Insect Repellents,BugShield Spray,Sales visit,Singapore,73965.07,70615.75,22521.81,12307.0,1.83,6.01,48093.94,5.74
2004,Outdoor Protection,Insect Repellents,BugShield Spray,Sales visit,Finland,15397.62,14782.74,4688.46,2562.0,1.83,6.01,10094.28,5.77
2004,Outdoor Protection,Insect Repellents,BugShield Spray,Sales visit,Denmark,7861.08,7711.86,2393.64,1308.0,1.83,6.01,5318.22,5.92
2004,Outdoor Protection,Insect Repellents,BugShield Spray,Sales visit,France,48674.99,47003.39,14821.17,8099.0,1.83,6.01,32182.22,5.8075
2004,Outdoor Protection,Insect Repellents,BugShield Spray,Sales visit,Germany,39089.04,37792.56,11902.32,6504.0,1.83,6.01,25890.24,5.81285714
2004,Outdoor Protection,Insect Repellents,BugShield Spray,Sales visit,Belgium,1610.68,1610.68,490.44,268.0,1.83,6.01,1120.24,6.01
2004,Outdoor Protection,Insect Repellents,BugShield Spray,Sales visit,Italy,26431.98,25376.46,8048.34,4398.0,1.83,6.01,17328.12,5.77
2004,Outdoor Protection,Insect Repellents,BugShield Lotion,Sales visit,Mexico,27580.0,26476.8,9180.2,3940.0,2.33,7.0,17296.6,6.72
2004,Outdoor Protection,Insect Repellents,BugShield Lotion,Sales visit,Korea,23667.0,22483.65,7877.73,3381.0,2.33,7.0,14605.92,6.65
2004,Outdoor Protection,Insect Repellents,BugShield Lotion,Sales visit,Singapore,19425.0,18648.0,6465.75,2775.0,2.33,7.0,12182.25,6.72
2004,Outdoor Protection,Insect Repellents,BugShield Lotion,Sales visit,Finland,29281.0,28109.76,9746.39,4183.0,2.33,7.0,18363.37,6.72
2004,Outdoor Protection,Insect Repellents,BugShield Lotion,Sales visit,Denmark,6825.0,6620.25,2271.75,975.0,2.33,7.0,4348.5,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion,Sales visit,France,83979.0,80993.08,27953.01,11997.0,2.33,7.0,53040.07,6.755
2004,Outdoor Protection,Insect Repellents,BugShield Lotion,Sales visit,Germany,11690.0,11339.3,3891.1,1670.0,2.33,7.0,7448.2,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion,Sales visit,Belgium,7084.0,7084.0,2357.96,1012.0,2.33,7.0,4726.04,7.0
2004,Outdoor Protection,Insect Repellents,BugShield Lotion,Sales visit,Italy,32788.0,31613.61,10913.72,4684.0,2.33,7.0,20699.89,6.755
2004,Outdoor Protection,Insect Repellents,BugShield Extreme,Sales visit,Canada,23170.0,21548.1,8010.2,3310.0,2.42,7.0,13537.9,6.51
2004,Outdoor Protection,Insect Repellents,BugShield Extreme,Sales visit,Mexico,242697.0,225708.21,83903.82,34671.0,2.42,7.0,141804.39,6.51
2004,Outdoor Protection,Insect Repellents,BugShield Extreme,Sales visit,Korea,406945.0,378458.85,140686.7,58135.0,2.42,7.0,237772.15,6.51
2004,Outdoor Protection,Insect Repellents,BugShield Extreme,Sales visit,Singapore,227122.0,211223.46,78519.32,32446.0,2.42,7.0,132704.14,6.51
2004,Outdoor Protection,Insect Repellents,BugShield Extreme,Sales visit,Finland,31171.0,28989.03,10776.26,4453.0,2.42,7.0,18212.77,6.51
2004,Outdoor Protection,Insect Repellents,BugShield Extreme,Sales visit,France,225316.0,209543.88,77894.96,32188.0,2.42,7.0,131648.92,6.51
2004,Outdoor Protection,Insect Repellents,BugShield Extreme,Sales visit,Germany,266476.0,247822.68,92124.56,38068.0,2.42,7.0,155698.12,6.51
2004,Outdoor Protection,Insect Repellents,BugShield Extreme,Sales visit,Belgium,33369.0,32103.12,11536.14,4767.0,2.42,7.0,20566.98,6.7375
2004,Outdoor Protection,Insect Repellents,BugShield Extreme,Sales visit,Italy,116123.0,107994.39,40145.38,16589.0,2.42,7.0,67849.01,6.51
2004,Outdoor Protection,First Aid,Calamine Relief,Sales visit,Mexico,12672.0,12672.0,5976.96,2112.0,2.83,6.0,6695.04,6.0
2004,Outdoor Protection,First Aid,Calamine Relief,Sales visit,Korea,12096.0,12096.0,5705.28,2016.0,2.83,6.0,6390.72,6.0
2004,Outdoor Protection,First Aid,Calamine Relief,Sales visit,Singapore,10728.0,10728.0,5060.04,1788.0,2.83,6.0,5667.96,6.0
2004,Outdoor Protection,First Aid,Calamine Relief,Sales visit,Finland,1674.0,1674.0,789.57,279.0,2.83,6.0,884.43,6.0
2004,Outdoor Protection,First Aid,Calamine Relief,Sales visit,Denmark,1038.0,1038.0,489.59,173.0,2.83,6.0,548.41,6.0
2004,Outdoor Protection,First Aid,Calamine Relief,Sales visit,France,9846.0,9846.0,4644.03,1641.0,2.83,6.0,5201.97,6.0
2004,Outdoor Protection,First Aid,Calamine Relief,Sales visit,Germany,5658.0,5658.0,2668.69,943.0,2.83,6.0,2989.31,6.0
2004,Outdoor Protection,First Aid,Calamine Relief,Sales visit,Belgium,444.0,444.0,209.42,74.0,2.83,6.0,234.58,6.0
2004,Outdoor Protection,First Aid,Calamine Relief,Sales visit,Italy,5508.0,5508.0,2597.94,918.0,2.83,6.0,2910.06,6.0
2004,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Mexico,9654.58,9654.58,3544.32,1846.0,1.92,5.23,6110.26,5.23
2004,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Korea,12133.6,12133.6,4454.4,2320.0,1.92,5.23,7679.2,5.23
2004,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Singapore,12117.91,12117.91,4448.64,2317.0,1.92,5.23,7669.27,5.23
2004,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Finland,4863.9,4863.9,1785.6,930.0,1.92,5.23,3078.3,5.23
2004,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Denmark,3341.97,3341.97,1226.88,639.0,1.92,5.23,2115.09,5.23
2004,Outdoor Protection,First Aid,Aloe Relief,Sales visit,France,17761.08,17761.08,6520.32,3396.0,1.92,5.23,11240.76,5.23
2004,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Germany,12729.82,12729.82,4673.28,2434.0,1.92,5.23,8056.54,5.23
2004,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Belgium,831.57,831.57,305.28,159.0,1.92,5.23,526.29,5.23
2004,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Italy,5188.16,5188.16,1904.64,992.0,1.92,5.23,3283.52,5.23
2005,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Mexico,108397.03,100056.55,53980.62,8651.0,6.4,12.53,46075.93,11.812
2005,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Korea,21376.18,14961.62,7540.52,1706.0,4.42,12.53,7421.1,8.77
2005,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,China,32327.4,31037.4,17079.6,2580.0,6.62,12.53,13957.8,12.03
2005,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Australia,11201.82,10978.32,5918.28,894.0,6.62,12.53,5060.04,12.28
2005,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Denmark,6753.67,6548.85,3568.18,539.0,6.62,12.53,2980.67,12.15
2005,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,France,5287.66,5182.16,2793.64,422.0,6.62,12.53,2388.52,12.28
2005,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Germany,20160.77,19612.92,10651.58,1609.0,6.62,12.53,8961.34,12.19333333
2005,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Belgium,17729.95,14282.07,7473.1,1415.0,5.52,12.53,6808.97,10.46
2005,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Switzerland,28831.53,25806.3,13697.02,2301.0,6.18,12.53,12109.28,11.578
2005,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Austria,7004.27,6791.85,3700.58,559.0,6.62,12.53,3091.27,12.15
2005,Camping Equipment,Cooking Gear,TrailChef Canteen,Sales visit,Italy,10800.86,10473.3,5706.44,862.0,6.62,12.53,4766.86,12.15
2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Canada,6679.5,6510.71,1551.25,1825.0,0.85,3.66,4959.46,3.57
2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Mexico,43524.72,38256.16,10108.2,11892.0,0.85,3.66,28147.96,3.37625
2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Korea,6452.58,6188.13,1498.55,1763.0,0.85,3.66,4689.58,3.51
2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,China,6668.52,6395.22,1548.7,1822.0,0.85,3.66,4846.52,3.51
2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Australia,5296.02,5194.73,1229.95,1447.0,0.85,3.66,3964.78,3.59
2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Netherlands,5058.12,4906.1,1174.7,1382.0,0.85,3.66,3731.4,3.55
2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Denmark,2865.78,2810.97,665.55,783.0,0.85,3.66,2145.42,3.59
2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,France,14698.56,10891.01,3413.6,4016.0,0.85,3.66,7477.41,3.12666667
2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Germany,9439.14,9218.09,2192.15,2579.0,0.85,3.66,7025.94,3.57666667
2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Belgium,5965.8,5851.7,1385.5,1630.0,0.85,3.66,4466.2,3.59
2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Switzerland,13212.6,10720.61,3068.5,3610.0,0.85,3.66,7652.11,3.2425
2005,Camping Equipment,Cooking Gear,TrailChef Cup,Sales visit,Italy,13732.32,13319.6,3189.2,3752.0,0.85,3.66,10130.4,3.55
2005,Camping Equipment,Cooking Gear,TrailChef Kettle,Sales visit,Mexico,146305.74,139561.43,56552.37,11067.0,5.11,13.22,83009.06,12.61571429
2005,Camping Equipment,Cooking Gear,TrailChef Kettle,Sales visit,Korea,32640.18,30689.67,12616.59,2469.0,5.11,13.22,18073.08,12.43
2005,Camping Equipment,Cooking Gear,TrailChef Kettle,Sales visit,Australia,36407.88,35306.28,14072.94,2754.0,5.11,13.22,21233.34,12.82
2005,Camping Equipment,Cooking Gear,TrailChef Kettle,Sales visit,Denmark,43163.3,41555.83,16684.15,3265.0,5.11,13.22,24871.68,12.73333333
2005,Camping Equipment,Cooking Gear,TrailChef Kettle,Sales visit,France,124096.14,93666.66,41892.69,9387.0,4.73666667,13.22,51773.97,11.16833333
2005,Camping Equipment,Cooking Gear,TrailChef Kettle,Sales visit,Germany,86789.3,83552.82,33547.15,6565.0,5.11,13.22,50005.67,12.73333333
2005,Camping Equipment,Cooking Gear,TrailChef Kettle,Sales visit,Belgium,29930.08,28730.16,11569.04,2264.0,5.11,13.22,17161.12,12.69
2005,Camping Equipment,Cooking Gear,TrailChef Kettle,Sales visit,Switzerland,20253.04,19640.24,7828.52,1532.0,5.11,13.22,11811.72,12.82
