Geography,Gender,Age,Tenure,Balance,HasCrCard,EstimatedSalary,CreditScore,IsActiveMember,NumOfProducts,Churn
Spain,Male,38.0,3,128718.78,0,114793.45,711,0,1,0
Spain,Male,27.0,8,0.0,1,63297.7,761,0,2,0
France,Female,49.0,3,0.0,0,61820.41,535,0,1,1
Germany,Male,22.0,7,144954.75,1,102246.0,566,0,2,0
Spain,Male,21.0,9,0.0,0,154882.79,620,0,2,0
Germany,Male,37.0,6,94001.61,1,140723.05,837,0,2,0
France,Female,40.0,7,0.0,1,72852.74,685,0,1,1
France,Male,65.0,0,0.0,1,85733.33,673,1,1,0
France,Male,24.0,1,0.0,0,162597.15,638,1,2,0
France,Male,46.0,4,0.0,1,74379.57,614,0,1,1
France,Female,44.0,2,0.0,0,173117.22,626,1,1,1
Spain,Male,38.0,8,0.0,1,66485.26,834,1,2,0
France,Male,24.0,6,0.0,1,92811.2,691,1,2,0
Spain,Male,38.0,8,0.0,0,46635.11,706,1,2,0
France,Male,37.0,7,141546.35,1,124830.11,633,1,1,0
Germany,Female,32.0,8,141528.88,1,167087.34,644,1,1,1
France,Male,30.0,7,109805.3,0,163625.56,666,1,1,0
France,Male,32.0,10,86614.06,1,172129.26,708,1,2,0
Germany,Female,59.0,7,91680.1,1,163141.18,496,0,2,1
Germany,Male,38.0,0,38848.19,0,94003.11,730,0,2,0
Spain,Male,40.0,3,153639.11,1,138351.68,696,1,1,0
Spain,Male,80.0,8,0.0,0,34164.05,809,1,2,0
Spain,Female,33.0,7,123870.07,1,97794.71,701,0,1,0
France,Male,30.0,5,0.0,1,75786.55,604,0,2,0
France,Male,39.0,10,46323.57,1,136812.02,665,0,1,0
France,Female,60.0,5,162039.78,1,84361.72,639,1,1,1
France,Male,19.0,1,110928.51,1,2766.63,696,1,1,0
France,Male,38.0,5,0.0,1,163185.76,520,0,2,0
Germany,Male,53.0,5,114421.55,1,180598.28,545,0,1,1
Germany,Female,29.0,8,130036.21,0,69849.55,634,1,2,0
France,Female,26.0,1,151510.17,1,19921.72,750,1,2,0
Spain,Female,41.0,4,0.0,0,147606.71,530,1,2,0
France,Female,59.0,2,0.0,1,126160.24,589,1,2,1
France,Male,37.0,6,83568.55,1,47046.72,654,0,1,0
France,Female,43.0,7,139972.18,1,143668.58,648,0,1,0
Spain,Male,45.0,3,100212.13,1,152577.62,835,0,1,0
France,Female,39.0,1,90217.07,1,191350.48,446,0,1,0
Spain,Male,66.0,9,0.0,1,14234.31,514,1,2,0
Germany,Male,33.0,4,124067.32,1,77906.87,694,1,1,0
Spain,Male,46.0,4,0.0,0,57320.92,554,1,2,0
Germany,Female,57.0,1,162082.31,0,27145.73,720,0,4,1
Germany,Female,51.0,2,117306.69,1,26912.72,641,1,4,1
France,Male,32.0,1,122889.88,1,26476.18,813,1,1,0
France,Male,40.0,6,148790.61,0,79329.7,480,1,1,0
France,Male,46.0,9,180226.24,1,13464.64,811,0,1,1
Germany,Female,32.0,3,104857.19,1,114149.8,715,0,2,0
Spain,Male,31.0,2,166833.86,1,135171.6,620,1,2,0
France,Male,42.0,4,102936.72,0,1187.88,721,0,1,0
Germany,Female,48.0,6,108736.52,1,184564.67,772,0,1,1
Germany,Male,44.0,0,129974.79,1,33391.38,680,1,2,0
France,Male,38.0,8,85982.07,1,9238.35,535,0,1,0
France,Female,20.0,7,134397.61,0,28029.54,655,0,1,0
France,Male,63.0,8,137841.53,1,42790.29,660,1,1,0
Germany,Male,56.0,10,100260.88,1,77142.42,762,1,3,1
Germany,Male,39.0,5,139822.11,1,146219.9,662,1,2,0
Germany,Female,41.0,8,123151.51,1,70127.93,463,0,2,0
Germany,Male,27.0,4,95331.83,1,132104.76,501,0,2,0
Spain,Female,42.0,6,0.0,1,90437.87,603,1,1,0
Spain,Male,37.0,7,138162.41,1,113926.31,688,1,2,0
France,Male,38.0,9,0.0,1,12050.77,430,1,2,0
Germany,Male,48.0,6,126066.26,1,64345.61,632,0,1,1
Spain,Female,42.0,4,96763.89,1,199242.65,601,1,1,0
France,Female,38.0,2,0.0,0,75578.67,769,0,2,0
France,Male,42.0,2,139561.46,1,43435.43,551,0,1,1
France,Female,52.0,5,0.0,0,183239.71,841,0,1,1
Spain,Female,31.0,6,0.0,1,146213.75,469,0,1,1
Spain,Male,27.0,2,172463.45,1,40315.27,479,1,1,0
France,Male,37.0,8,107798.85,1,16966.73,701,0,1,0
France,Male,36.0,2,70181.48,1,80608.12,593,0,2,0
Spain,Male,38.0,5,177997.07,0,19233.41,738,1,1,0
Spain,Male,31.0,1,0.0,1,135382.23,635,0,2,0
France,Male,32.0,8,0.0,1,80410.68,658,1,1,0
Spain,Female,36.0,5,0.0,1,17696.22,687,0,1,0
France,Male,37.0,9,0.0,1,17974.08,650,0,2,0
Spain,Male,21.0,2,123200.78,1,180712.28,720,1,1,0
France,Female,63.0,7,0.0,1,56323.21,602,1,2,0
Spain,Male,33.0,4,0.0,1,77550.18,618,1,2,0
Germany,Male,41.0,9,137742.9,1,166957.82,803,1,2,0
France,Female,63.0,9,116270.72,1,184243.25,793,1,1,0
Germany,Male,41.0,10,113220.2,1,114072.91,616,1,2,0
Spain,Male,51.0,5,0.0,1,153917.41,550,0,2,0
France,Female,56.0,3,115895.22,1,4176.17,602,0,3,1
France,Female,60.0,6,121730.49,1,142963.29,452,1,1,0
Spain,Female,28.0,3,113811.85,0,76844.23,655,1,2,0
France,Female,26.0,6,136214.08,0,159742.33,510,0,1,0
France,Male,39.0,8,146200.01,1,177944.64,557,0,1,0
France,Male,37.0,10,106242.67,1,166678.28,676,1,1,0
France,Female,29.0,4,0.0,1,44904.26,640,0,2,0
Spain,Male,31.0,6,0.0,1,10625.91,529,0,1,0
France,Male,45.0,8,24043.45,0,169781.45,559,1,1,1
France,Female,58.0,5,0.0,0,49848.86,689,1,2,0
Germany,Male,39.0,10,132287.92,1,51467.92,626,1,3,1
Spain,Male,30.0,1,0.0,0,735.79,697,0,2,0
France,Female,44.0,1,0.0,0,182495.7,823,1,2,0
Germany,Female,32.0,4,90322.99,0,118740.37,565,1,2,0
Spain,Male,23.0,3,0.0,1,13813.24,631,0,2,0
France,Female,34.0,3,131283.11,0,130500.65,646,0,1,0
Spain,Male,48.0,1,131659.59,0,14152.15,676,1,2,0
Spain,Female,54.0,4,120952.74,1,66963.15,850,0,1,0
France,Female,38.0,9,153166.17,1,93261.69,810,1,1,0
Spain,Male,30.0,0,53291.86,0,196582.28,581,0,1,0
France,Female,35.0,2,167924.95,1,43024.64,718,0,1,0
France,Male,43.0,5,86394.14,1,130001.13,713,1,1,0
France,Female,50.0,1,0.0,1,12106.82,672,0,1,1
Spain,Male,33.0,3,0.0,1,42556.33,781,1,2,0
Spain,Male,47.0,1,0.0,1,197961.93,656,1,2,0
France,Female,31.0,4,158978.79,1,12538.92,583,0,1,0
Germany,Female,37.0,2,100431.84,1,35140.49,808,0,1,1
Spain,Male,33.0,5,0.0,0,117626.9,721,1,2,0
Germany,Female,29.0,6,150358.97,1,62454.01,778,0,1,1
Spain,Female,45.0,4,114347.85,1,109089.04,850,1,2,0
France,Female,39.0,4,0.0,0,142331.39,693,1,2,0
France,Male,34.0,4,134007.9,1,193209.11,520,1,1,0
Germany,Male,31.0,4,98899.91,1,47832.82,759,1,1,0
France,Male,60.0,3,0.0,1,70174.03,637,1,2,0
Germany,Male,40.0,2,137430.82,0,176768.59,755,0,2,0
France,Female,47.0,6,0.0,1,129392.75,662,1,2,0
France,Female,37.0,8,0.0,1,97893.32,503,1,2,0
Germany,Male,39.0,2,188976.89,0,176142.09,599,1,2,0
Spain,Female,40.0,4,0.0,1,114093.73,583,0,2,0
Spain,Female,48.0,1,75990.97,1,158323.81,764,0,1,1
France,Male,29.0,10,0.0,0,25514.77,513,1,2,0
Spain,Male,62.0,5,112181.08,0,61513.87,730,1,1,0
Spain,Male,34.0,10,97208.46,1,59553.34,820,1,1,0
Spain,Female,26.0,7,0.0,1,110253.2,597,0,2,0
France,Male,32.0,5,0.0,0,148769.08,637,0,1,0
France,Male,34.0,9,150856.79,0,8236.78,696,1,1,0
Germany,Female,37.0,9,146748.07,0,11407.58,635,1,1,0
Spain,Female,57.0,4,0.0,1,49684.09,673,1,2,0
Spain,Male,33.0,3,0.0,0,68064.83,662,1,2,0
Spain,Male,41.0,0,148863.17,1,163911.32,683,1,1,0
France,Male,55.0,6,0.0,1,944.41,850,0,1,1
Spain,Male,28.0,6,0.0,0,185547.71,815,1,2,0
Spain,Male,34.0,10,153360.02,1,140509.86,671,0,1,0
France,Female,40.0,3,92055.36,0,164652.02,601,1,1,1
Germany,Female,39.0,9,124723.92,1,73641.86,709,0,1,0
Germany,Male,28.0,1,103033.83,1,40321.87,702,1,1,0
France,Male,40.0,6,0.0,1,173844.89,558,0,2,0
Spain,Male,40.0,1,0.0,1,145613.17,691,1,2,0
France,Female,30.0,9,0.0,1,174971.64,700,1,1,0
France,Male,33.0,4,0.0,1,131834.75,667,1,2,0
Germany,Male,54.0,3,116726.22,1,110498.1,624,0,1,1
France,Female,23.0,5,113923.81,0,196241.43,580,0,2,0
Spain,Female,31.0,3,0.0,1,194667.92,571,1,2,0
France,Male,37.0,5,0.0,1,83093.25,561,0,2,0
France,Male,28.0,9,0.0,1,52545.24,529,1,2,0
France,Male,36.0,7,0.0,0,59571.5,670,0,2,0
Germany,Female,21.0,1,121827.43,1,99818.31,666,1,2,0
Spain,Male,42.0,7,0.0,0,172967.87,628,1,2,0
France,Male,60.0,10,125389.7,1,178616.73,577,1,2,0
Spain,Female,38.0,1,103895.31,0,159649.44,652,1,1,0
France,Male,26.0,5,111128.04,1,60941.27,678,0,1,1
Spain,Female,49.0,9,0.0,1,178342.63,692,0,2,0
Spain,Male,32.0,10,0.0,1,191545.65,675,0,2,0
Spain,Male,52.0,9,0.0,1,117977.45,712,1,1,1
Germany,Female,37.0,5,151242.48,0,49637.65,639,1,1,0
France,Male,48.0,7,0.0,1,13921.82,618,0,1,1
France,Male,39.0,2,129709.62,1,173197.12,554,0,1,0
France,Male,47.0,9,83347.25,1,137696.25,533,1,1,0
Spain,Female,28.0,6,84121.04,0,80698.54,540,1,1,0
Spain,Male,33.0,3,0.0,1,73018.74,704,0,2,0
France,Male,43.0,5,102338.19,1,79649.62,678,1,1,0
France,Female,29.0,3,87375.78,0,166194.53,712,0,2,0
France,Male,44.0,2,0.0,1,102530.35,651,0,3,1
Germany,Male,51.0,3,104677.09,1,74265.38,789,0,1,0
Germany,Male,32.0,8,121669.23,0,125898.39,775,1,1,0
Germany,Male,40.0,7,108407.34,1,83681.2,564,1,1,0
Germany,Female,33.0,7,154969.79,1,99505.75,841,1,2,0
Spain,Male,39.0,0,141829.67,1,92748.16,850,1,1,0
France,Female,63.0,5,0.0,1,28092.77,637,0,1,1
France,Male,45.0,2,109162.82,1,126145.08,500,1,1,0
France,Male,44.0,8,87471.63,0,188593.98,655,1,1,0
France,Female,33.0,2,147229.65,1,56410.17,666,1,1,0
France,Female,24.0,2,0.0,1,84694.49,658,1,2,0
Germany,Male,66.0,6,182532.23,1,195429.92,749,1,2,0
France,Male,32.0,6,0.0,1,137898.57,654,1,2,0
France,Female,39.0,1,160903.2,0,78774.36,623,0,1,0
France,Female,33.0,6,138053.79,1,148779.41,761,0,2,0
France,Male,44.0,6,153548.12,0,35300.08,627,0,1,1
Germany,Male,31.0,8,149085.9,1,197077.36,757,1,2,0
Germany,Female,53.0,8,95231.91,0,70140.8,695,0,1,1
France,Male,34.0,3,0.0,1,196288.46,726,0,2,0
Spain,Male,41.0,8,85109.21,1,1557.82,587,0,1,0
Germany,Female,43.0,8,125338.8,1,23970.13,605,0,2,0
Spain,Male,62.0,5,0.0,1,180243.56,850,1,2,0
France,Female,38.0,0,106831.69,0,148977.72,850,1,1,0
France,Male,29.0,3,159597.45,1,39934.41,751,0,1,0
Germany,Female,37.0,7,147361.57,1,133031.96,627,1,1,0
France,Male,43.0,4,176134.54,1,52856.88,736,1,1,0
France,Female,74.0,5,0.0,1,937.15,652,1,2,0
France,Female,35.0,7,0.0,0,193022.44,627,1,2,0
France,Male,34.0,1,84055.43,0,37490.84,636,0,1,0
France,Male,60.0,7,0.0,1,111558.7,775,1,2,0
Spain,Female,45.0,5,174088.3,1,5669.31,850,0,4,1
Spain,Male,34.0,8,199229.14,0,68106.29,850,0,1,0
France,Male,37.0,8,0.0,1,101834.58,516,0,1,0
Spain,Female,42.0,10,0.0,0,73151.25,513,1,2,0
Germany,Female,69.0,3,78833.15,1,37196.15,673,1,2,0
France,Female,27.0,6,0.0,0,7819.76,564,0,1,0
France,Female,35.0,2,0.0,1,23129.46,636,1,2,0
France,Male,29.0,3,102540.61,1,189680.79,712,1,1,0
France,Male,51.0,4,0.0,1,66586.56,568,1,3,0
Spain,Male,43.0,0,0.0,1,2920.63,741,1,2,1
Germany,Female,39.0,8,129401.87,1,87684.93,754,1,1,0
France,Female,32.0,7,0.0,1,199418.02,709,1,2,0
France,Female,32.0,1,0.0,0,28515.17,510,1,2,0
Spain,Male,33.0,2,0.0,1,92916.53,716,1,2,0
Germany,Male,36.0,10,106702.94,0,198313.69,607,0,2,0
Spain,Male,26.0,4,139584.57,1,36308.93,656,0,1,0
Germany,Male,52.0,5,121016.23,1,41730.37,550,1,1,1
France,Male,26.0,2,0.0,1,31399.4,486,1,2,0
Germany,Male,59.0,8,118210.42,0,60192.14,598,0,2,1
Spain,Male,35.0,8,0.0,1,29062.25,675,0,2,0
France,Female,29.0,4,148654.84,1,28805.09,755,1,2,0
Spain,Male,32.0,5,136963.12,1,133814.28,656,0,1,0
Germany,Male,47.0,9,137774.11,1,151902.78,644,0,2,0
France,Female,32.0,4,111156.52,1,167376.26,598,1,1,0
Spain,Female,31.0,3,121237.65,1,31022.56,850,1,1,0
France,Male,36.0,1,97234.58,1,188997.08,679,0,1,0
France,Male,60.0,2,0.0,0,2085.32,632,1,2,0
Spain,Male,45.0,0,0.0,0,70399.71,550,1,2,0
Germany,Female,54.0,9,97382.53,1,195771.95,572,1,1,0
Germany,Female,47.0,2,103108.8,0,166475.44,626,1,1,1
Spain,Female,57.0,7,0.0,0,84106.17,625,0,1,1
France,Female,58.0,2,131852.81,1,81436.68,515,0,1,1
Spain,Male,35.0,1,0.0,1,83256.26,612,1,1,1
Spain,Female,39.0,8,107553.33,1,117523.41,628,0,1,0
Spain,Female,43.0,5,0.0,0,79476.63,529,0,2,0
Germany,Female,46.0,7,161806.09,1,173052.19,668,1,1,0
France,Male,30.0,9,0.0,0,100995.68,526,0,2,0
France,Female,52.0,7,0.0,1,122782.5,791,1,1,0
France,Male,27.0,2,128243.03,1,11631.34,573,1,1,0
France,Female,38.0,5,126645.13,1,168303.55,565,1,1,0
France,Female,47.0,8,62094.71,0,9308.1,604,0,3,1
France,Male,37.0,7,112291.34,1,153157.97,656,0,1,0
France,Female,44.0,5,89188.83,1,75408.24,447,1,1,0
France,Male,55.0,9,0.0,1,153356.8,682,0,1,1
Spain,Male,28.0,2,109161.25,1,152987.42,437,0,1,0
Spain,Male,47.0,0,0.0,1,5557.88,792,1,1,1
Spain,Female,25.0,4,0.0,1,194313.93,627,1,1,0
France,Female,34.0,8,0.0,1,94767.77,767,0,2,0
France,Male,26.0,7,0.0,1,1540.89,686,0,2,0
France,Female,53.0,1,158271.74,1,5036.39,789,1,1,1
France,Male,56.0,9,96951.21,1,71776.76,794,1,1,0
Germany,Male,35.0,5,121863.61,1,23481.69,587,1,1,1
Germany,Female,19.0,9,83495.11,1,143022.31,589,1,1,1
Germany,Female,25.0,1,146566.01,0,161407.48,543,1,1,0
Spain,Female,45.0,1,0.0,0,125939.22,589,0,1,1
Germany,Male,23.0,5,186101.18,1,76611.33,701,1,2,0
France,Male,40.0,6,0.0,1,136985.08,850,0,1,1
Germany,Female,51.0,8,107494.86,1,140937.91,726,0,2,1
Spain,Male,47.0,2,0.0,1,48161.18,767,0,1,1
Spain,Male,36.0,8,146943.38,1,130041.45,648,1,2,0
Spain,Female,36.0,8,0.0,1,91652.43,651,0,2,0
France,Female,36.0,6,125130.28,0,125961.48,633,0,1,0
France,Female,37.0,9,0.0,1,73225.31,740,1,2,0
France,Female,34.0,9,0.0,1,20460.2,592,1,2,0
France,Female,41.0,10,0.0,1,81602.02,670,0,3,0
France,Male,36.0,3,0.0,1,8742.91,628,1,2,0
France,Male,47.0,5,0.0,0,145789.71,745,0,2,0
France,Male,32.0,3,0.0,0,129576.99,705,0,2,0
France,Female,42.0,7,0.0,1,190040.29,559,1,2,0
France,Male,29.0,6,150685.79,1,87771.06,595,0,1,0
France,Male,35.0,4,141359.37,1,39519.53,492,0,2,0
France,Female,29.0,9,0.0,1,190035.83,498,0,1,0
France,Female,39.0,6,94631.26,1,148948.52,655,1,2,0
France,Female,39.0,3,118336.14,1,184691.77,636,0,1,0
France,Female,45.0,2,0.0,1,143458.31,634,1,1,0
Spain,Male,63.0,0,0.0,0,27166.75,793,1,2,0
Germany,Male,50.0,5,124233.24,0,159456.87,526,1,1,1
France,Female,26.0,5,51116.26,1,70454.79,768,1,1,1
Germany,Male,64.0,1,91869.69,0,95421.0,540,1,1,0
France,Female,34.0,8,122338.43,1,187985.85,732,0,2,0
France,Female,30.0,8,0.0,1,92621.9,617,1,1,0
Spain,Female,54.0,5,0.0,0,150836.98,637,1,1,0
France,Male,26.0,8,86270.93,1,90177.3,573,1,2,0
France,Male,44.0,3,0.0,1,34416.79,531,1,2,0
France,Female,38.0,5,117289.92,0,85231.88,489,0,1,0
France,Male,35.0,2,0.0,1,118983.18,601,1,2,0
Germany,Male,33.0,7,153663.27,1,111868.23,452,0,1,0
Spain,Female,29.0,1,0.0,1,83056.22,728,1,1,0
Germany,Female,27.0,8,123599.49,1,1676.92,590,0,2,0
France,Male,29.0,4,0.0,1,32089.57,490,0,2,0
Spain,Female,76.0,9,134208.25,1,13455.43,596,1,1,0
France,Male,29.0,1,0.0,0,24865.54,635,1,1,0
Germany,Male,35.0,7,98556.89,1,117644.36,782,0,2,0
Spain,Female,37.0,3,0.0,0,98897.32,790,0,3,0
France,Male,40.0,2,0.0,0,106174.7,587,1,4,1
Spain,Female,46.0,8,134593.79,1,46386.37,794,1,1,0
France,Male,41.0,8,0.0,1,185054.14,515,1,2,0
Spain,Male,24.0,10,68781.82,0,47997.39,746,1,1,0
Germany,Female,56.0,8,137464.04,1,130846.79,667,0,1,1
France,Male,32.0,4,147307.91,0,40861.55,709,1,1,0
France,Female,35.0,8,0.0,1,171840.24,536,0,1,1
France,Female,41.0,3,145754.91,1,101455.07,711,1,1,0
France,Male,46.0,8,0.0,1,90747.94,753,0,3,1
France,Male,44.0,4,112610.77,0,2048.55,748,1,1,0
France,Female,57.0,7,71481.79,1,84421.34,623,1,2,0
France,Male,33.0,5,0.0,0,78698.09,465,1,2,0
Spain,Female,34.0,3,77826.8,1,168544.85,640,1,1,0
France,Male,75.0,5,87140.85,1,39351.64,562,1,1,0
Germany,Female,42.0,0,132002.7,0,28204.98,502,1,1,1
France,Male,32.0,7,178011.5,1,22375.14,536,0,2,0
Germany,Female,32.0,4,102954.68,0,134942.45,670,1,2,0
Germany,Male,51.0,2,123783.25,1,134901.57,775,1,1,0
Germany,Male,30.0,4,101802.67,0,8693.8,759,0,1,0
France,Male,33.0,3,148659.48,0,42437.75,604,0,1,0
Germany,Female,62.0,7,142724.48,0,5893.23,766,1,1,1
Spain,Female,41.0,4,112152.89,0,36242.19,554,1,1,0
France,Female,53.0,10,89550.85,0,90076.85,487,1,1,0
France,Male,35.0,7,75915.75,1,150507.43,725,0,1,0
Germany,Female,42.0,2,118889.66,0,87422.15,732,0,2,0
France,Male,40.0,5,118788.57,1,192867.4,623,0,1,0
France,Female,42.0,3,156555.54,1,175674.01,781,1,1,0
Germany,Male,53.0,1,99141.86,1,72496.05,714,1,1,1
Germany,Female,31.0,4,61211.18,1,145250.43,577,1,1,0
Spain,Female,37.0,1,128932.4,1,180712.52,731,1,1,0
Spain,Female,23.0,5,0.0,1,180622.43,650,1,1,0
France,Male,32.0,10,80728.15,1,86306.75,779,0,1,0
Spain,Female,46.0,2,127660.46,1,150156.82,706,0,2,1
Spain,Male,44.0,3,106070.89,0,101617.43,733,1,1,0
Germany,Female,42.0,3,137560.38,1,85424.34,579,1,2,0
Germany,Female,34.0,8,111905.43,0,197221.81,476,1,1,1
France,Male,40.0,9,126212.64,1,70196.57,775,0,1,0
Spain,Male,68.0,9,0.0,1,110440.5,538,0,2,1
France,Male,38.0,7,111835.94,1,124389.61,602,0,2,0
France,Male,30.0,8,0.0,0,3183.15,615,0,2,0
Germany,Female,28.0,3,99705.69,0,146723.72,700,0,2,0
France,Male,32.0,1,0.0,0,2139.25,615,0,2,0
Germany,Male,44.0,2,108895.93,0,69228.2,544,0,1,1
Spain,Male,56.0,3,154669.77,0,115462.27,573,1,1,1
Spain,Male,50.0,7,128061.0,1,62375.1,555,1,2,0
France,Female,31.0,2,0.0,1,91829.17,692,0,2,1
France,Female,40.0,4,0.0,0,182547.04,476,0,2,0
Spain,Male,46.0,9,190678.02,1,14725.36,770,1,1,0
France,Female,40.0,7,0.0,1,126996.67,641,0,1,0
France,Female,35.0,5,0.0,1,133991.11,705,0,1,1
France,Male,38.0,5,136712.91,0,169920.92,784,1,1,0
Spain,Female,52.0,1,154733.97,1,80259.67,727,0,1,1
France,Female,41.0,4,112609.91,0,191035.18,576,0,1,1
Spain,Male,69.0,10,115462.44,1,40421.87,646,0,1,0
France,Male,34.0,5,133501.36,0,155643.04,638,1,1,0
Germany,Male,30.0,1,58668.02,1,78670.52,632,1,1,0
Spain,Male,44.0,7,89118.26,1,104240.77,850,0,1,1
France,Female,28.0,9,0.0,1,95957.09,492,0,2,0
Germany,Female,77.0,10,76510.52,0,59595.66,673,1,2,0
Spain,Male,34.0,7,140694.78,1,46266.63,609,0,2,0
Germany,Male,36.0,7,95448.32,1,189085.07,701,0,2,0
France,Male,34.0,4,91562.99,1,123954.15,651,1,1,0
France,Male,31.0,8,72541.48,1,129803.08,508,0,1,0
Spain,Female,43.0,3,120867.18,1,18761.92,616,0,1,1
France,Male,34.0,5,0.0,0,43540.59,489,0,1,0
Spain,Female,45.0,1,157320.51,1,62193.92,567,0,1,0
Spain,Male,27.0,3,0.0,1,129130.09,714,1,3,0
Germany,Female,30.0,1,139676.95,0,16146.0,678,1,2,0
France,Female,55.0,6,0.0,1,22442.13,581,1,1,0
Spain,Male,60.0,3,0.0,1,78194.37,748,1,2,0
France,Female,19.0,3,0.0,1,124297.32,781,1,2,0
Spain,Male,21.0,3,103000.94,1,104648.58,691,1,1,0
Germany,Male,31.0,2,134237.07,1,166423.66,507,1,1,1
Germany,Male,34.0,6,118235.7,0,157137.23,724,0,2,0
Spain,Female,57.0,3,0.0,1,34134.14,705,1,2,0
Spain,Female,64.0,5,0.0,0,112520.07,708,1,3,1
Germany,Male,38.0,9,115442.19,1,128481.5,580,0,2,1
France,Male,38.0,5,0.0,1,16491.64,850,0,2,0
Spain,Male,25.0,2,0.0,1,132979.43,714,1,1,0
France,Female,43.0,1,0.0,1,196645.87,559,1,2,0
Spain,Female,44.0,8,115557.0,0,127506.76,577,1,1,0
Germany,Female,35.0,3,166518.63,1,147930.46,647,0,2,0
Spain,Male,30.0,6,135370.12,1,179689.05,554,1,1,1
Germany,Male,54.0,5,92877.33,1,2619.64,549,0,1,1
France,Female,26.0,10,102073.67,0,166799.93,528,0,2,0
Germany,Male,46.0,3,97042.6,1,133516.51,720,1,1,1
Spain,Male,41.0,7,0.0,1,163736.09,743,0,1,1
Germany,Male,24.0,8,108528.07,0,179488.41,615,0,2,1
Germany,Female,44.0,2,79064.85,0,113291.75,635,1,2,0
Spain,Male,45.0,3,74274.87,1,64907.48,686,0,3,1
Spain,Female,36.0,6,0.0,1,141364.27,840,0,2,0
France,Male,43.0,1,100421.1,1,101141.28,695,1,1,0
France,Male,26.0,7,84006.88,0,183490.99,564,0,2,0
France,Female,31.0,4,0.0,1,4798.12,805,0,2,0
Spain,Male,45.0,4,0.0,1,131807.14,558,0,1,0
France,Female,39.0,4,80293.81,1,97192.76,657,0,1,0
France,Female,42.0,7,125437.14,0,164128.58,641,0,2,0
France,Male,36.0,8,0.0,1,176809.87,755,0,2,0
France,Male,48.0,1,0.0,1,110059.38,483,1,2,0
Germany,Female,44.0,2,127536.44,1,108398.63,545,0,1,0
France,Male,66.0,8,0.0,1,47117.03,678,1,2,0
Germany,Female,48.0,9,82794.18,1,124720.68,781,0,1,1
Spain,Female,22.0,3,108117.1,0,53328.7,571,1,1,0
Spain,Female,35.0,10,0.0,1,82634.41,634,0,1,0
Germany,Male,27.0,8,61688.61,1,147059.16,523,0,2,0
France,Female,40.0,2,0.0,0,141946.92,501,0,2,0
France,Male,74.0,6,0.0,1,123583.85,662,0,2,0
Spain,Male,50.0,0,159304.07,0,155915.24,573,1,1,1
Germany,Male,33.0,5,138664.24,1,29076.27,648,0,1,0
France,Female,22.0,2,126362.57,1,97382.8,662,1,2,0
France,Male,39.0,4,160652.45,1,57643.55,725,0,2,0
France,Female,35.0,2,183572.84,1,66006.75,563,1,1,1
France,Male,31.0,0,88421.81,0,72350.47,628,0,1,0
Spain,Female,45.0,2,0.0,0,197789.83,546,0,1,1
Germany,Male,41.0,2,112871.19,0,65520.74,688,1,2,0
Germany,Male,41.0,8,60880.68,1,31825.84,850,0,1,0
France,Female,34.0,5,0.0,1,185561.89,614,0,2,0
France,Female,37.0,9,101455.7,1,25803.59,719,0,1,1
France,Female,71.0,0,88084.13,1,154337.47,757,1,2,0
France,Male,29.0,7,0.0,1,138145.62,669,1,2,0
Germany,Male,59.0,7,127197.14,1,51565.98,438,0,1,1
France,Male,39.0,7,0.0,0,71323.23,492,1,2,0
France,Female,39.0,9,83456.79,0,38882.34,622,0,2,0
France,Male,42.0,4,98298.18,1,676.06,645,1,1,0
France,Male,37.0,0,0.0,1,72203.8,728,1,2,0
France,Male,35.0,2,86911.8,1,174094.24,651,0,1,0
Germany,Female,42.0,2,139707.28,1,2150.22,783,0,1,0
Spain,Female,67.0,1,0.0,1,177783.04,732,1,2,0
Spain,Female,39.0,1,142876.98,1,44363.42,553,0,2,0
France,Male,30.0,7,146301.31,0,96847.91,660,0,1,0
France,Female,40.0,3,47364.45,1,148579.43,670,1,1,1
France,Male,38.0,7,0.0,1,38308.34,718,0,2,0
France,Male,51.0,0,58137.08,0,142538.31,787,1,1,0
Germany,Female,38.0,6,179886.41,0,153122.58,775,0,2,0
Germany,Male,24.0,6,107637.97,0,169505.83,479,1,2,0
France,Female,20.0,6,167685.56,1,57929.9,660,0,1,0
Germany,Male,68.0,4,136525.99,0,175399.14,721,0,1,0
Germany,Male,39.0,8,52106.33,1,107964.36,659,1,2,0
France,Female,39.0,8,0.0,1,94263.44,743,0,1,0
France,Female,45.0,9,104930.38,1,155921.81,670,0,1,1
Germany,Female,34.0,6,106434.94,0,137995.66,766,1,1,1
Spain,Female,38.0,2,112803.92,1,179631.85,845,0,1,0
Germany,Female,46.0,10,120530.34,1,166586.99,710,0,1,1
Germany,Female,43.0,2,113641.49,1,115116.35,602,0,4,1
Spain,Male,43.0,2,145081.72,1,23881.62,604,1,1,0
Spain,Female,35.0,9,0.0,1,105837.38,564,1,2,0
Germany,Female,27.0,7,135842.89,1,101418.05,637,1,1,0
France,Female,31.0,1,112203.25,1,182266.01,527,0,1,0
France,Male,34.0,7,129895.19,0,28698.17,687,1,1,0
Germany,Male,41.0,6,149049.92,0,50422.36,756,1,1,1
Germany,Male,42.0,9,153279.39,1,151336.96,503,1,1,0
Spain,Male,42.0,5,41473.33,1,112979.6,657,0,1,1
France,Female,40.0,2,0.0,0,36371.27,666,0,2,0
